id,text,created_at,author,location
1461404457594413057,"@neonrated Tune in to the next Good Media Network’s Frankiesense &amp; More video podcast today, 11/18, 2 pm ET, Facebo… ",2021-11-18 18:42:28+00:00,Brent_Marchant,
1461404306867830785,seated for #Eternals in IMAX ,2021-11-18 18:41:52+00:00,row,he/him 
1461404123706839047,Now seeing #Eternals for the third time ,2021-11-18 18:41:09+00:00,Dalton,USA 
1461403834211704833,Harry Styles has arrived in the MCU as Eros #Eternals ,2021-11-18 18:40:00+00:00,Metro Entertainment,Showbiz Land
1461403360360292352,Nice. I ended up liking #Eternals a lot more than I thought I would. It had its problems. But not enough to outweig… ,2021-11-18 18:38:07+00:00,D,
1461402508929212417,"Take that fanbros! Mwahaha!
#Eternals ",2021-11-18 18:34:44+00:00,James Geary,Ireland
1461402148273483779,"IM GONNA WATCHING THISSSSS #Eternals 
ONLY FOR 1 MIN POST-CREDIT ～(つˆДˆ)つ｡☆ ",2021-11-18 18:33:18+00:00,ann without an E,🇮🇩
1461402121639579649,"@TheEternals @Harry_Styles Perfect Eros doesn't exis... 😶
#Eternals ",2021-11-18 18:33:11+00:00,𝕻𝖊𝖙𝖊𝖗 𝐖𝐀𝐘𝐍𝐄 🕷️🦇 | ℂ𝕀ℕ𝔼𝕄𝔸 𝕖𝕣𝕒 🎬,"Kolkata, India"
1461401952147943427,during #Eternals nora and i said things were “yas” so many times i lost count,2021-11-18 18:32:31+00:00,bug ‎★,she/they || 21
1461401920292089858,"Rate 8,5/10 😎😤🔥
Favorite character : Angelina Jolie (Thena) 🤍🥰 &amp; Don Lee (Gilgamesh) 💪🏼🤜🏻🤛🏻😲.
#eternalsreview… ",2021-11-18 18:32:23+00:00,Gus,"Yogyakarta, Indonesia"
1461401462685286412,"same energy

#eternals  #MarvelStudios #marvel #mcu #himym #howimetyourmother #eterni #eternal @OfficialHIMYM… ",2021-11-18 18:30:34+00:00,Ready,
1461401455777267724,DLT network IOTA is introduces #IOTA #Bitcoin  #BitcoinCash #ADA #Cardano #CardanoCommunity #Ethereum #etherium… ,2021-11-18 18:30:33+00:00,IODA,"Bensheim, Deutschland"
1461401335081938949,Marvel HeroClix: Eternals are coming November 24th! Pre-order today at you FLGS or ,2021-11-18 18:30:04+00:00,WizKids,
1461401319206531080,A poster for Harry Styles as Eros in #Eternals has just been released. ,2021-11-18 18:30:00+00:00,Affinity Magazine,International
1461400178641014796,"@UpToTASK Plus, how do you change to fun &amp; campy in middle or near end of prod. on 3 or 4 films? That was the idea… ",2021-11-18 18:25:28+00:00,Wednesday Comix,"Chicago, IL"
1461400070558003208,"Filmmakers behind #Eternals, the latest instalment in the #MCU franchise, secured guidance from an academic to help… ",2021-11-18 18:25:02+00:00,The New Arab,London
1461399852990959621,"Enjoy CUSTOM Textless Poster of @Harry_Styles' ERO for #Eternals Done By Me.
Ero Brother of Thanos.

Not High Quali… ",2021-11-18 18:24:11+00:00,TextlessPoster,In Your Prayer.
1461399152940621830,"YOU ARE TOO SHINY TO SEE ON A BIG SCREEN HARRY ✨✨✨✨✨✨ @Harry_Styles ✨✨✨✨✨✨

#Eternals 
#EternalsEros ",2021-11-18 18:21:24+00:00,korry (she/her),Japan
1461398995654242305,"In anticipation of our upcoming Eternals spoiler discussion, let us know: 

Who is you favorite Eternal?! 

Reply w… ",2021-11-18 18:20:46+00:00,CinemaSnarks,"Denver, CO"
1461398627935559687,My review of Eternals is out now! Go check it out! ,2021-11-18 18:19:19+00:00,Everardo (Vizeit) ,Film School
1461398357675593738,I had the great pleasure of scheduling and hosting this fantastic interview with Kaz and Ryan Firpo for… ,2021-11-18 18:18:14+00:00,Jeff Haas,"Warwick, RI"
1461398248170610688,Eternals First- #Eternals #Marvel ,2021-11-18 18:17:48+00:00,Allison (ETERNALS),
1461397992255201284,"Eternals spoilers 
-
-
-
- 
WE HAVE A NEW CHARACTER POSTER

LOOK AT HIM OMG 😍😍 #Eternals ",2021-11-18 18:16:47+00:00,Gema 🎃🎃,23-she/they-blm-INFP-T-bi/pan
1461397809115004928,"#eternals spoilers //

so since everyone's seen the movie, here's the part where friends was played 

#kingo 
#BTS… ",2021-11-18 18:16:03+00:00,༺ ✿ candice ✿ ༻,"syd, australia 💜"
1461397411855802372,"@CultureCrave ""Official poster for Harry Styles’ Eros in #Eternals"" ",2021-11-18 18:14:29+00:00,MONTOYA 🕢,Reiden Lake
1461396854151675905,The cast is outstanding. #Eternals ,2021-11-18 18:12:16+00:00,ETERNALS SPOILERS,𓂀
1461396702380924932,"Harry Styles' Eros, brother of the Mad Titan Thanos, just got his own #Eternals  character poster. ",2021-11-18 18:11:39+00:00,Nerd Informants,"Branson, MO"
1461396531291078658,@MarvelStudios Karun is the only person I trust to speak for the human race. #Eternals,2021-11-18 18:10:59+00:00,simdmac,
1461396495819804673,"Hello..... 
from the other side
@Harry_Styles @MarvelStudios #Eternals 😍 ",2021-11-18 18:10:50+00:00,Niccie 🐟,I’d walk through fire for you
1461396103073570819,There’s no wonder Thanos was so pissed off at the world if this is his brother #Eternals ,2021-11-18 18:09:17+00:00,Nikita,Chesterfield
1461395970936213513,"It has been wild!
",2021-11-18 18:08:45+00:00,Chad Marriott,
1461395830632554506,For those who know Eros' story in the comics his debut was an exciting turn of events but for the average person th… ,2021-11-18 18:08:12+00:00,Annlyel James,
1461395325277532160,"I liked #Eternals. Yeah, there's some dopey shit in it, but it surprised me more than any MCU entry (unexpected dea… ",2021-11-18 18:06:11+00:00,Shawn Talley,"Los Angeles, CA"
1461394605379784704,Box Office: Marvel’s ‘Eternals’ Tops $300 Million Worldwide (With No Help From China) via @forbes by… ,2021-11-18 18:03:19+00:00,Scott Mendelson,California
1461394444511432705,"Marvel’s @TheEternals Crosses $300M Global Mark

#Eternals #Marvel #BoxOffice

",2021-11-18 18:02:41+00:00,Boxoffice Pro,"New York, NY"
1461394413842751491,"My views on #censorship as a form of #guardianship &amp; need for parents to understand the impact of films, games and… ",2021-11-18 18:02:34+00:00,Bayan Tal,Hashemite Kingdom of Jordan
1461394345202958339,GMCU 201: Eternals Review — Lizzie is back with Sheba for a spoiler-filled review of #Eternals ! #MCU #Marvel… ,2021-11-18 18:02:17+00:00,RandomChatter,
1461394330560696322,"A STARFOX series has to be coming, right? #Eternals ",2021-11-18 18:02:14+00:00,Christopher Marc,Canada
1461393714639634436,the holy trinity for eternals 2 I just KNOW it #Eternals ,2021-11-18 17:59:47+00:00,𝓳𝓸 🎸| 𝓱𝓸𝓷𝓮𝔂𝓹𝓸𝓹,tpwk || she/her
1461393229920800772,"It's official now!
@Harry_Styles plays Eros in #eternals 
Follow us for more news👉 @TonightsEntert3 ",2021-11-18 17:57:52+00:00,Tonight's Entertainment,
1461393065030172687,They're trying to move on from #Eternals fast as hell I see. ,2021-11-18 17:57:12+00:00,The RapNerd: ZSJL/HKills/DUNE/Malignant stan,"Atlanta, GA"
1461393063901745154,LOOK AT MY BABY #ImEros #Eternals ,2021-11-18 17:57:12+00:00,destiny ❥’s harry & jevon.,streaming fine line
1461392930548207621,"#Eternals is TT again!!! 🥳
Poster of Harry Styles as Eros 😒",2021-11-18 17:56:40+00:00,Freddia 💚🧡,
1461392917789089797,"It might be 2021 and the #eternals might have every minority in their cast, but turns out we’re still not quite ready for it here in UAE…",2021-11-18 17:56:37+00:00,Lou Bear,Dubai
1461392408088915979,"⭐️🦊 Eros my love 💜
#Eros #Starfox #Eternals ",2021-11-18 17:54:36+00:00,auntunicorn,Harry’s dimple
1461392162881482758,Just a reminder that these 2 are brothers... #eternals ,2021-11-18 17:53:37+00:00,Essentially Heroes,NYC
1461390727175282692,"The cast, acting and direction (cinematography wise) was the only redeemable qualities #Eternals even the costumes and production felt flat",2021-11-18 17:47:55+00:00,kay,bottom of the ocean floor
1461390662230847489,"Yesterday saw 𝗘𝘁𝗲𝗿𝗻𝗮𝗹𝘀 cross the $300M mark globally, making it the 4th Disney film to do so this year...… ",2021-11-18 17:47:39+00:00,The Numbers,"Los Angeles, CA"
1461390554256838661,"Bruh, this is sooooo misleading 💀
Y'all just watch the ENTIRE film and find out #Eternals ",2021-11-18 17:47:14+00:00,Gaius Normanyo,"Snowbird Central, FL"
1461390133475819521,"• What an introduction!. 🥵💥
• This makes me so fucking happy!. ♥️😭
• Como Fan de Marvel y Fan de Harry Styles, yo y… ",2021-11-18 17:45:33+00:00,•CynthiaOrtiz✨,Concerts/ForeverYoung ❱❱❱❱❱ 
1461389981952397317,"Little #eternals spoiler : 

How can he be the brother of Thanos but also an Eternals ?",2021-11-18 17:44:57+00:00,Eponine 👸🏻,Lost in a pile of books 
1461389682584006661,My review on The ETERNALS. Swipe to read it all. #movie #moviereview #marvel #eternals #jackkirby #celestials… ,2021-11-18 17:43:46+00:00,AtomiixTV,Belgium
1461389523066273802,Thoughts? Questions? Concerns? Airing of grievances? #Eternals #Eros ,2021-11-18 17:43:08+00:00,New Rockstars,"Burbank, CA"
1461389275807850504,Oh yeah I can see the similarities 🤔 😂 #Eternals ,2021-11-18 17:42:09+00:00,Jon,
1461389124880015361,I'm so immensely proud of you Harry for your acting role in #eternals You were incredible as Eros and I can't wait… ,2021-11-18 17:41:33+00:00,Dee 🦋 TPWK²⁸ (Taylor's Version) 🧣,she/her
1461389041929129985,@efannafe @DragonPavilion Oh..... that's where I should put the cookie... #MarvelsAvengers #Eternals #NFTs #nftcollector,2021-11-18 17:41:13+00:00,Ming,Singapore
1461388216217518081,"#Druig &amp; #Makkari relationship makes my heart smile, #Gilgamesh &amp; #Thena bond just owns my heart #Eternals ",2021-11-18 17:37:56+00:00,lexie,r&b is better
1461387458646523907,"#eternals spoilers
_

_

_

_

_

_

_

The Royal Prince of Titan ",2021-11-18 17:34:56+00:00,Alessia⧗💙🧣,the world || she/her || 22
1461387105242955787,"#eternals movie review - NEGROMANCER 2.0: Review: ""ETERNALS"" is Endlessly Fascinating ",2021-11-18 17:33:31+00:00,Leroy / Negromancer / I Reads You,"Eunice, LA"
1461387000045457410,Dude where tf was Eros during INFINITY WAR OR ENDGAME!? Was he making out with alien chicks??#eros #starfox… ,2021-11-18 17:33:06+00:00,Sophie ⭐️🦊,
1461386884681134083,First movie in theatres in 2 years. Had to see Eternals in theatres &amp; it didn't disappoint. Loved it! Plenty scope… ,2021-11-18 17:32:39+00:00,Dwayne Pereira,India
1461386787352465411,Disney releasing the character poster for Eros (Harry Styles) today is smart marketing… how many teenage girls are… ,2021-11-18 17:32:16+00:00,🔥That’s gotta be Kaye-ne!🔥,"Cloud City, Bespin"
1461386618074370049,#HarryStyles #Eternals Marvel Studios Officially Releases Harry Styles' Eros Character Poster ,2021-11-18 17:31:35+00:00,The 206geek,"Emerald City, WA."
1461386615742291968,Marvel Studios Officially Releases Harry Styles' Eros Character Poster ,2021-11-18 17:31:35+00:00,Berkley Bear,Doghouse
1461385835429838851,"#Eternals spoilers
.
.
.
.
.
.
Since er*s is in the mcu now I think y'all should see this ",2021-11-18 17:28:29+00:00,Vogue | voguevember,any pronouns l minor
1461385698007818247,i can die happy now that harry has a poster #eternals ,2021-11-18 17:27:56+00:00,m ☁️; 🧣,Italia
1461385632345952258,"A new character poster for Harry Style’s Eros/Starfox has been released. #Eternals

Read our thoughts on the hit fi… ",2021-11-18 17:27:40+00:00,The Nerdy Basement @AnimeNYC #AnimeNYC 🇩🇴🇵🇷,"New Jersey, USA"
1461385468831051778,"#Eternals Spoilers (idk if this still counts)
-
-
-
I read a fan theory that Asgard was created (born?) from a piec… ",2021-11-18 17:27:01+00:00,maria (taylor's version) 🧣,germany ° passionate bunch
1461385290841350146,"Harry Styles as Eros (Starfox) in the MCU ❤
#Eternals #EternalsEros ⭐🦊 ",2021-11-18 17:26:19+00:00,Rica 🌻⁶💐🧣,"UK? Nope, I'm not okay."
1461385270486396932,#Eternals enjoyed.. Kingo role 👌 Heroine &amp; Angelina 👍,2021-11-18 17:26:14+00:00,Pɑաɑղ'ى Kαlყαղ,"Jagtial, India"
1461384867053113348,It's #Eternals Time!! ,2021-11-18 17:24:38+00:00,Alpukat cklt,
1461384851383369737,"Again, I will repeat it forever. 
You will be my Hero, my life, my everything. You’re the royal prince of my heart.… ",2021-11-18 17:24:34+00:00,𝐇𝐮𝐫𝐫𝐢𝐜𝐚𝐧𝐞 🦅🖤,"number twelve, grimmauld place"
1461384521807454208,#Eternals  has BROKEN $300M at global #boxoffice!! ,2021-11-18 17:23:15+00:00,Eternals News,
1461384388038463489,"the name is EROS 
Powers - make the girls horny/easily flirt with them 😝
what a celestial he's 😂
#Eternals ",2021-11-18 17:22:43+00:00,𝙑 ♪ |A LEGEND WILL RISE|,"Hyderabad, India"
1461384287035576324,"This morning we sent the first fully fledged edition of The Watchers #Marvel #MCU newsletter.
Take a look at it her… ",2021-11-18 17:22:19+00:00,Lauren MacDougall,"Dover, England"
1461384065815220227,"the way i screamed

#HarryStyles #eternals #starfox ",2021-11-18 17:21:27+00:00,ananya,"Kolkata, India"
1461383688227377165,Seeing #Eternals in #IMAX with Mom — smile (@ AMC Lincoln Square 13 - @amctheatres for Eternals: The IMAX 2D Experi… ,2021-11-18 17:19:57+00:00,smile,The Lower East Side
1461383211582427136,"#Eternals was so dope, @LaurenRidloff KILLED IT as did everyone else! went in with mixed expectations and came out… ",2021-11-18 17:18:03+00:00,Conor Duca🐝,"New Jersey, USA"
1461383087745552395,New #Eternals video! Did this movie give insight into what Thanos meant with having “cursed knowledge”?? ,2021-11-18 17:17:33+00:00,Steve,United States
1461382923190427665,@cerberusarms @StephenSeanFord You understand that just bc you feel a certain way that does not mean everyone else… ,2021-11-18 17:16:54+00:00,YourBuddyMike,"Florida, USA"
1461382702389551107,Okay Eros eat my bussy ily #Eternals ,2021-11-18 17:16:02+00:00,Edgy,Pulang Bruha
1461382410009034761,Double Feature Saturday. We're going to see #Eternals &amp; #Ghostbusters back-to-back. 🥰,2021-11-18 17:14:52+00:00,Mx. Avery R. McKenzie,MI to IN to Toronto and LA??
1461382331432853504,Big hello!!! #ciaone #Eternals @Harry_Styles ,2021-11-18 17:14:33+00:00,シモーナ 🌻(Simona’s version),
1461381894537453571,"Harry Styles gets his own Marvel character poster as Eros, brother of Thanos, from his cameo in the #Eternals post-… ",2021-11-18 17:12:49+00:00,TheWrap,"Los Angeles, CA"
1461381648809971718,it's been almost two weeks since I saw #eternals and i'm still not over them ,2021-11-18 17:11:50+00:00,🧣; 𝐥𝐚𝐧𝐚 | CHUNGHA COMEBACK,she/her
1461381229740126213,"I'm finally going to see #Eternals tomorrow night, I'm so excited",2021-11-18 17:10:10+00:00,k is for kookie,Canada
1461381177617502215,I haven’t watch #Eternals,2021-11-18 17:09:58+00:00,Ditta,"Jakarta Capital Region, Indonesia"
1461380597654323206,this is truly the perks of watching #Eternals with no expectations 😮‍💨😲,2021-11-18 17:07:40+00:00,Olive Hateem,
1461380239439900673,Thanos has a brother that isn’t purple #Eternals ,2021-11-18 17:06:14+00:00,Views From The 616,Xmas in New York
1461380153158766603,"ETERNALS spoiler 
.
.
.
.

Eros, you beauty ...!!!! 

#Eternals | #HarryStyles | #Eros ",2021-11-18 17:05:54+00:00,𝒂𝒚𝒖𝒔𝒉𝒊.,pays de rêve 
1461380101879349249,"According to this instagram post, Harry Styles plays Eros, Brother of Thanos, in Eternals…

but he’s not purple lik… ",2021-11-18 17:05:42+00:00,💡🕯Hazy Twilight🕯💡,"Chicago, IL"
1461380087216025600,"Damn, Thanos really drew the short straw with the family genes #Eternals ",2021-11-18 17:05:38+00:00,annie,United Kingdom
1461379985520742406,#Eternals has now broken $300M at global #boxoffice. ,2021-11-18 17:05:14+00:00,UJJWAL,Multiverse
1461379730251259908,I knew harry was in eternals but when i see the poster i swear heart beat skip for a sec .. OMG he looks so good ..… ,2021-11-18 17:04:13+00:00,Vidhi Singh,
1461379615935631367,#barbequenation #kgcinemas #eternals #fun @ town hall ,2021-11-18 17:03:46+00:00,Manikandan,"Chennai, Tamil Nadu"
1461379398737801216,LOVE THIS 🥰 mr Harry styles! The one and only 😍 @Marvel #Eternals ,2021-11-18 17:02:54+00:00,GAna |,
1461379071036821508,"the cast and crew of #Eternals comments/interactions with Harry Styles, a thread:",2021-11-18 17:01:36+00:00,val 🐌 saw eternals!,she/her | 20 | 🇸🇻
1461378975263981571,"Eternals: Marvel Studios Unveil Harry Styles' Brand New Character Poster As Eros, Brother of Thanos 

#Eternals… ",2021-11-18 17:01:13+00:00,LatestLY,"Mumbai, India"
1461378628051161098,"OKAY, I ACTUALLY WILL GET TO WATCH #ETERNALS TODAY…!",2021-11-18 16:59:50+00:00,"I, 🂽 WATCHED SPENCER…!",🏳️‍🌈
1461378535969341445,"Finally saw Eternals (ik ik) and I just want to say: critics lie. It's actually really great lol 

#eternals #mcu",2021-11-18 16:59:28+00:00,anthony bridgerton's #1 hypewoman,Aubrey Hall
1461378534463606789,saw #Eternals today! Ahhh I love it! Thena and Makkari are my girls 😍💖,2021-11-18 16:59:28+00:00,anastasia 🥞,
1461378468462088201,"#Eternals #Ikaris 

omg doubler did his job really great ",2021-11-18 16:59:12+00:00,π-синамонум 👾,вестерос
1461378194695770122,Harry &amp; Thanos...🥸🤓 #Eternals,2021-11-18 16:58:07+00:00,Vash Singh (MUFC),Somewhere South of Africa
1461378178308530180,"A new character #Eternals  poster for Eros, played by @Harry_Styles 👀 ",2021-11-18 16:58:03+00:00,The MCU Page,
1461378027535814660,"Character Poster For @Harry_Styles’ Eros in #Eternals Has Been Revealed.

#Eros ",2021-11-18 16:57:27+00:00,HollywoodNewsIN,"Hudson fall, CA"
1461377922313326596,@MarvelStudios @Harry_Styles The ear piercing screams from the girls in attendance during my IMAX showing when Mr.… ,2021-11-18 16:57:02+00:00,Cultivated Brian Ⓥ,"California, USA"
1461377695707590661,Fuhhh finally ⭐🦊 #Eternals ,2021-11-18 16:56:08+00:00,HAIKARL™,AvengersHQ
1461377536160587779,Character poster for Harry Styles’ Eros in #Eternals ,2021-11-18 16:55:30+00:00,Post Cred Pod,📧postcredpod@brobible.com
1461377143632367618,"FINALLY 🥵🔥
#Eternals ",2021-11-18 16:53:56+00:00,Jessicaᴴ,
1461376804791324672,"I really enjoyed Eternals! Is it the strongest MCU film? No, but I think it’s a great addition to an already expans… ",2021-11-18 16:52:35+00:00,Nnamdi K. Nwankwo,"Denver, CO"
1461376615687016460,watching #Eternals  in the pictures😌✌️ ,2021-11-18 16:51:50+00:00,Liv🏳️‍⚧️ #TransAwarenessWeek 🏳️‍🌈,behind you || 20 || Scottish
1461376529208946695,I loved the #Eternals but it was basically this theory. But make it diverse and propelled by a Black Alien!… ,2021-11-18 16:51:30+00:00,Carlisia M,
1461376458593611793,"Ready for the rest of the #Eternals  cast to outact Harry Styles. 

It wouldn’t be that hard to do but you know. Es… ",2021-11-18 16:51:13+00:00,Raquel 💛💚,"New York, USA, 20"
1461376409373487115,Gonna go see #Eternals today in imax 3D. Hopefully it’ll be worth it 😁,2021-11-18 16:51:01+00:00,drizzywonder,"East Hartford, CT"
1461376273918402568,A little late but #Eternals was very mids 😅,2021-11-18 16:50:29+00:00,nico metcalf 🦍,
1461376033920225288,"#Eternals character poster of #HarryStyles' #Eros has been released

@TheEternals ",2021-11-18 16:49:32+00:00,BINGED,
1461375944099344387,@WayneParker_ Literally the only reason my 23 yo daughter went to see the #Eternals with me so she could see @Harry_Styles 👍,2021-11-18 16:49:10+00:00,Film is the canvas of dreams ™,"Virginia, USA"
1461375905440358404,"@sunflowerholdon He's just so stunning, handsome and beautiful #Eros #Eternals #HarryStyles",2021-11-18 16:49:01+00:00,Helle hello,
1461375537604083714,"Well then since it’s all out in the open now, where’s our #PipTheTroll poster?!
@pattonoswalt #Eternals ",2021-11-18 16:47:33+00:00,Tyler Freshcorn,
1461375527927914507,"Well #Eternals was awesome! 

Some characters I didn’t think I would like really grew on me as the film went on. Al… ",2021-11-18 16:47:31+00:00,Tel Talks,London
1461375492628664327,The Eternals Movie Quiz – QuestionsTrivia ,2021-11-18 16:47:23+00:00,Wishes Quotes,USA
1461375407895289858,OUR BEAUTIFUL BEAUTIFUL MAKKARI 😭❤️‍🩹 #Eternals ,2021-11-18 16:47:02+00:00,Cinema is the answer to everything.🕊 ⊃∪∩⪽,"Napoli, Campania she/her"
1461374891920343047,my #Eternals ranking🙃 ,2021-11-18 16:44:59+00:00,𝒂𝒓𝒊𝒔 (Taylor's Version),
1461374849226530823,"me watching the #Eternals , a thread:",2021-11-18 16:44:49+00:00,Angel just saw eternals,My bed
1461374677289508878,"Ok Marvel, start mass producing the poster!! I’m ready to buy.🤩
@MarvelStudios, #Eternals,⭐️🦊 ",2021-11-18 16:44:08+00:00,Mamakins 🍉🍒🌝🍓,Northern Virginia
1461374430001643524,Good lord this is mind blowing. Incredible! 🥂 Congratulations H! #Eternals ,2021-11-18 16:43:09+00:00,𝕂𝕖𝕣𝕒,Wisconsin
1461374101264625665,Harry Styles is officially a part of the MCU with his own poster and a promising future. I’m so proud!! I will neve… ,2021-11-18 16:41:51+00:00,Beb 🤎 Mobius & Loki,she/her. 24. currently in bed
1461374090980347904,"The Royal Prince of Titan, brother of Thanos, the Knave of Hearts, defeater of Black Roger, the great adventurer, S… ",2021-11-18 16:41:48+00:00,CNET,San Francisco
1461374056515653635,"Master martial artist, Skilled swordsman, Highly knowledgeable about vampire lore 🦇

Check out Blade's brand new ch… ",2021-11-18 16:41:40+00:00,Marc Halem,
1461373829419261959,"I'm dying, Harry has a Marvel character poster. 🥰⭐🦊

#HarryStyles #Eternals ",2021-11-18 16:40:46+00:00,Rachel 🌿,"Pittsburgh, PA"
1461373824130244609,imagine if he played the man (Karun) recording Kingo the whole movie in #eternals ,2021-11-18 16:40:45+00:00,♑︎ya is listening,
1461373705301504008,"#Eternals END CREDITS SPOILERS
.
.
.
.
.
I still can’t believe this is real. My jaw was on the floor for like 10 mi… ",2021-11-18 16:40:17+00:00,keara - all too well (10 minute version),
1461373519342755845,Have you already seen #Eternals? Check out the new character poster of @Harry_Styles. Do you like it? ,2021-11-18 16:39:32+00:00,curiousnetflix,
1461373461809418254,"#MCU's #Eternals: Meet @Harry_Styles as #Thanos’ brother, Royal Prince #Eros (#Starfox)

",2021-11-18 16:39:18+00:00,OTTplay,
1461373429173657600,"thanos: a literal purple ballsack
his brother: harry styles 

#Eternals ",2021-11-18 16:39:11+00:00,jordan 🧚🏻‍♀️,she/her
1461373182905131009,"Today, it's a good day! 🤩 And i'm very proud! ✨
#10yearsupallnight #OneDirection #HarryStylesEros #HarryStyles… ",2021-11-18 16:38:12+00:00,Mood 🥀,Tu cora beibi 
1461372979120508933,"FIRST WE SEE HARRY IN GREEN
NOW MARVEL CONFIRMS HARRY AS EROS 
AHHHHH I'M NOT OKAY. I'M CRYING.… ",2021-11-18 16:37:23+00:00,Riddhima,
1461372928730279951,'Eternals': New Poster Featuring Harry Styles as Eros Released #HarryStyles @Harry_Styles #Eternals @MarvelStudios… ,2021-11-18 16:37:11+00:00,Nerds & Beyond,
1461372724065054729,"#Eternals = go home Marvel, you're drunk.",2021-11-18 16:36:23+00:00,Nobby 🐛,Plague Island
1461372692863479811,Try to find Sprite in #MarvelStudios #Eternals blind bag collection! ,2021-11-18 16:36:15+00:00,Monogram Intl,FL & CA.
1461372578723995649,I can’t wait to see Starfox in action #Eternals  #EternalsStarfox ,2021-11-18 16:35:48+00:00,Cape Town Twins,Cape Town 
1461372531282255878,"That is gorgeous. Wow.
#Eternals ",2021-11-18 16:35:37+00:00,Linn Loves 5 Boys,Norway 
1461372411916345344,You know what makes talking about #Eternals easier? drinking beer from #SaltFlatsBrewingCo @GridCityBeer… ,2021-11-18 16:35:08+00:00,Brewnomics,"Boise, ID"
1461372305083285508,"Starfox, played by Harry Styles, FINALLY gets his own Marvel Poster!

The singer plays the role of Thanos' brother,… ",2021-11-18 16:34:43+00:00,Dais World ᵀᴹ,India
1461371922625744905,"(3/3) He knew that even if he sacrificed this world, at least he could be together with Sersi in the next one, even… ",2021-11-18 16:33:11+00:00,Zora Krisman,United Kingdom
1461371820645310469,"No but seriously, can we buy this poster somewhere?? 
#Eternals  #MarvelStudios #Eros #HarryStyles @MarvelStudios ",2021-11-18 16:32:47+00:00,.,PureImagination
1461371762827046920,"🌟💚 SPOILERS ALERT 🚨 SPOILERS ALERT 🚨 Harry as #Eros 🔥💚🌟🔥

I'm sorry I can't wait to watch the #Eternals but there's… ",2021-11-18 16:32:33+00:00,Tee ◟̽◞̽ 🐝 ²⁸ ✨🎶💙💚🎶💙💚💖💗😍,
1461371720212922371,boutta watch #Eternals what do yall think? ,2021-11-18 16:32:23+00:00,Macks 🎃,"Scotland, United Kingdom"
1461371445481725960,"Brothers

Our breakdown about #HarryStyles' #Eternals role: ",2021-11-18 16:31:18+00:00,MCU - The Direct,
1461370968824291330,"time to stare lovingly at lauren ridloff, gemma chan and angelina jolie 🥰 #eternals",2021-11-18 16:29:24+00:00,soph 🌈 C2E25,they/them. 21. ND.
1461370846421868548,So Thanos' villain origin story is actually that his brother is super hot with a normal chin and his looks like a p… ,2021-11-18 16:28:55+00:00,Meg Bonney,"Wisconsin, USA"
1461370841510387720,"📸 Harry as Eros for #Eternals via instagram post ‼️ 
©MarvelStudios ",2021-11-18 16:28:54+00:00,L&HC2856,Peru
1461370818894745601,@MarvelStudios @Harry_Styles I hope a lot of Harry Styles fans watch this film so that we get a sequel and therefor… ,2021-11-18 16:28:48+00:00,Jackie Talks Nerdy #SaveProdigalSon,Somewhere Outside Midgar
1461370773873037322,"Harry Styles was always Chloé Zhao's first pick for Eros #Eternals 
",2021-11-18 16:28:38+00:00,Nerdist,
1461370758589030405,"MCU Holy Trinity of “I Definitely Don’t Belong Here, but You’re Gonna Absolutely LOVE Me”

#WandaVision #ShangChi… ",2021-11-18 16:28:34+00:00,Chaz G,
1461370641353883651,Woot woot 🤩🤩🤩 #Eternals #MCU ,2021-11-18 16:28:06+00:00,Avethra Pillai 🤓🌈,Malaysia
1461370599993872395,"He looks stunning! ✨
 #Eternals 
#HarryStyles ",2021-11-18 16:27:56+00:00,karthika_m_p,
1461370562282983429,"Eros , the knave of Hearts, distracting villains #eros #eternals #harrystyles ",2021-11-18 16:27:47+00:00,ginnigyy🦥,
1461370544591233025,I'm going to watch #Eternals yayy bye,2021-11-18 16:27:43+00:00,may🧣|| louis' child & twinkle' gf (real),beer nuts
1461370370586386434,He is also called #Starfox in the comics. #Eros #ETERNALS #MARVEL #HarryStyles ,2021-11-18 16:27:01+00:00,MakeMineMorbius&She-Hulk,
1461370199114985482,I need this poster on my wall right now!!! #Marvel #Eros #harrystyles #Eternals ,2021-11-18 16:26:21+00:00,Harrys3rdNipple,"England, United Kingdom"
1461370124984729600,"My heart goes out to those who have not seen the film yet.

Don't let this discourage you, go and see the film. It'… ",2021-11-18 16:26:03+00:00,SR,Planet Earth
1461370017535168517,😍😍 affe 🔥 @Harry_Styles 😍 #Marvel #eros #Eternals #harrystyles ,2021-11-18 16:25:37+00:00,gótica suave,Brasil
1461369905178193931,#Marvel releases a new poster of Harry Styles as Eros. #Eternals ,2021-11-18 16:25:10+00:00,Nay News,
1461369351110488070,I just cant wait to see more of Harry Styles! He was charming as #Starfox. #Eternals ,2021-11-18 16:22:58+00:00,Naisarg I નૈસર્ગ,"Bengaluru, India"
1461369272123346952,Poster of Harry Styles as Eros in #Eternals ,2021-11-18 16:22:40+00:00,Harry Styles' Love on Tour,Turn the notifications on ❣
1461369105211015171,"Marvel has debuted an official #Eternals character poster for Harry Styles as Eros, the Royal Prince of Titan and t… ",2021-11-18 16:22:00+00:00,IndieWire,"New York, NY"
1461369087125118979,This casting is still so mind-blowing to me #Eternals ,2021-11-18 16:21:55+00:00,Luke (Taylor's Version),the lakes 
